# color images
# file: 'rgbd_dataset_freiburg3_walking_static.bag'
# timestamp filename
1341846226.817920 rgb/1341846226.817920.png
1341846226.850323 rgb/1341846226.850323.png
1341846226.881894 rgb/1341846226.881894.png
1341846226.917980 rgb/1341846226.917980.png
1341846226.950000 rgb/1341846226.950000.png
1341846226.985981 rgb/1341846226.985981.png
1341846227.017919 rgb/1341846227.017919.png
1341846227.050040 rgb/1341846227.050040.png
1341846227.085982 rgb/1341846227.085982.png
1341846227.118052 rgb/1341846227.118052.png
1341846227.149935 rgb/1341846227.149935.png
1341846227.186053 rgb/1341846227.186053.png
1341846227.218443 rgb/1341846227.218443.png
1341846227.253944 rgb/1341846227.253944.png
1341846227.285981 rgb/1341846227.285981.png
1341846227.320064 rgb/1341846227.320064.png
1341846227.353969 rgb/1341846227.353969.png
1341846227.385846 rgb/1341846227.385846.png
1341846227.418015 rgb/1341846227.418015.png
1341846227.453997 rgb/1341846227.453997.png
1341846227.485981 rgb/1341846227.485981.png
1341846227.521976 rgb/1341846227.521976.png
1341846227.553980 rgb/1341846227.553980.png
1341846227.586047 rgb/1341846227.586047.png
1341846227.622081 rgb/1341846227.622081.png
1341846227.653945 rgb/1341846227.653945.png
1341846227.686038 rgb/1341846227.686038.png
1341846227.721966 rgb/1341846227.721966.png
1341846227.754130 rgb/1341846227.754130.png
1341846227.789951 rgb/1341846227.789951.png
1341846227.821920 rgb/1341846227.821920.png
1341846227.854275 rgb/1341846227.854275.png
1341846227.889935 rgb/1341846227.889935.png
1341846227.921967 rgb/1341846227.921967.png
1341846227.958123 rgb/1341846227.958123.png
1341846227.989985 rgb/1341846227.989985.png
1341846228.021937 rgb/1341846228.021937.png
1341846228.058222 rgb/1341846228.058222.png
1341846228.090097 rgb/1341846228.090097.png
1341846228.121845 rgb/1341846228.121845.png
1341846228.157875 rgb/1341846228.157875.png
1341846228.189872 rgb/1341846228.189872.png
1341846228.225994 rgb/1341846228.225994.png
1341846228.258336 rgb/1341846228.258336.png
1341846228.289941 rgb/1341846228.289941.png
1341846228.326018 rgb/1341846228.326018.png
1341846228.358243 rgb/1341846228.358243.png
1341846228.389779 rgb/1341846228.389779.png
1341846228.426073 rgb/1341846228.426073.png
1341846228.457823 rgb/1341846228.457823.png
1341846228.493915 rgb/1341846228.493915.png
1341846228.525907 rgb/1341846228.525907.png
1341846228.558208 rgb/1341846228.558208.png
1341846228.593899 rgb/1341846228.593899.png
1341846228.626021 rgb/1341846228.626021.png
1341846228.658069 rgb/1341846228.658069.png
1341846228.693942 rgb/1341846228.693942.png
1341846228.726069 rgb/1341846228.726069.png
1341846228.762090 rgb/1341846228.762090.png
1341846228.794000 rgb/1341846228.794000.png
1341846228.825934 rgb/1341846228.825934.png
1341846228.862015 rgb/1341846228.862015.png
1341846228.893856 rgb/1341846228.893856.png
1341846228.926548 rgb/1341846228.926548.png
1341846228.961940 rgb/1341846228.961940.png
1341846228.994040 rgb/1341846228.994040.png
1341846229.029897 rgb/1341846229.029897.png
1341846229.061870 rgb/1341846229.061870.png
1341846229.094829 rgb/1341846229.094829.png
1341846229.129930 rgb/1341846229.129930.png
1341846229.161882 rgb/1341846229.161882.png
1341846229.197882 rgb/1341846229.197882.png
